Operacao,Estrutura,k,Esparsidade,Tempo_ns,Memoria_Bytes
TRANS,Hash,251,6.275e-07,20,0
TRANS,Tree,251,6.275e-07,24,0
ESCALAR,Hash,251,6.275e-07,52374,0
ESCALAR,Tree,251,6.275e-07,7214,0
SET,Hash,251,6.275e-07,67573,679888
SET,Tree,251,6.275e-07,170735,72200
GET,Hash,251,6.275e-07,11350,0
GET,Tree,251,6.275e-07,37353,0
SOMA,Hash,261,6.525e-07,476893,723232
SOMA,Tree,261,6.525e-07,415168,149016
MULT,Hash,261,6.525e-07,249101,640464
MULT,Tree,261,6.525e-07,44408,576
TRANS,Hash,261,6.525e-07,20,0
TRANS,Tree,261,6.525e-07,16,0
ESCALAR,Hash,261,6.525e-07,52381,0
ESCALAR,Tree,261,6.525e-07,7741,0
SET,Hash,261,6.525e-07,75705,689824
SET,Tree,261,6.525e-07,180124,74200
GET,Hash,261,6.525e-07,10477,0
GET,Tree,261,6.525e-07,39380,0
SOMA,Hash,271,6.775e-07,452223,743536
SOMA,Tree,271,6.775e-07,437377,155040
MULT,Hash,271,6.775e-07,250150,640720
MULT,Tree,271,6.775e-07,48027,1152
TRANS,Hash,271,6.775e-07,19,0
TRANS,Tree,271,6.775e-07,23,0
ESCALAR,Hash,271,6.775e-07,52282,0
ESCALAR,Tree,271,6.775e-07,7929,0
SET,Hash,271,6.775e-07,75314,691104
SET,Tree,271,6.775e-07,187797,77520
GET,Hash,271,6.775e-07,10465,0
GET,Tree,271,6.775e-07,41317,0
SOMA,Hash,281,7.025e-07,473290,746096
SOMA,Tree,281,7.025e-07,440292,160008
MULT,Hash,281,7.025e-07,249366,640464
MULT,Tree,281,7.025e-07,48465,576
TRANS,Hash,281,7.025e-07,20,0
TRANS,Tree,281,7.025e-07,20,0
ESCALAR,Hash,281,7.025e-07,52466,0
ESCALAR,Tree,281,7.025e-07,8475,0
SET,Hash,281,7.025e-07,75602,692384
SET,Tree,281,7.025e-07,194416,80840
GET,Hash,281,7.025e-07,10676,0
GET,Tree,281,7.025e-07,42155,0
SOMA,Hash,291,7.275e-07,490870,748656
SOMA,Tree,291,7.275e-07,458682,166120
MULT,Hash,291,7.275e-07,318572,640464
MULT,Tree,291,7.275e-07,66714,576
TRANS,Hash,291,7.275e-07,33,0
TRANS,Tree,291,7.275e-07,43,0
ESCALAR,Hash,291,7.275e-07,101116,0
ESCALAR,Tree,291,7.275e-07,11522,0
SET,Hash,291,7.275e-07,83640,693664
SET,Tree,291,7.275e-07,201993,83280
GET,Hash,291,7.275e-07,12378,0
GET,Tree,291,7.275e-07,44466,0
SOMA,Hash,301,7.525e-07,486621,751216
SOMA,Tree,301,7.525e-07,476382,171968
MULT,Hash,301,7.525e-07,267812,640848
MULT,Tree,301,7.525e-07,55341,1440
TRANS,Hash,301,7.525e-07,20,0
TRANS,Tree,301,7.525e-07,25,0
ESCALAR,Hash,301,7.525e-07,52882,0
ESCALAR,Tree,301,7.525e-07,8781,0
SET,Hash,301,7.525e-07,82340,694944
SET,Tree,301,7.525e-07,208339,86512
GET,Hash,301,7.525e-07,11438,0
GET,Tree,301,7.525e-07,45585,0
SOMA,Hash,311,7.775e-07,484663,753776
SOMA,Tree,311,7.775e-07,492273,177640
MULT,Hash,311,7.775e-07,251137,641104
MULT,Tree,311,7.775e-07,56568,2016
TRANS,Hash,311,7.775e-07,20,0
TRANS,Tree,311,7.775e-07,32,0
ESCALAR,Hash,311,7.775e-07,52506,0
ESCALAR,Tree,311,7.775e-07,9117,0
SET,Hash,311,7.775e-07,85316,696224
SET,Tree,311,7.775e-07,211730,89216
GET,Hash,311,7.775e-07,12890,0
GET,Tree,311,7.775e-07,47585,0
SOMA,Hash,321,8.025e-07,507378,756336
SOMA,Tree,321,8.025e-07,511263,183312
MULT,Hash,321,8.025e-07,270018,640976
MULT,Tree,321,8.025e-07,58782,1728
TRANS,Hash,321,8.025e-07,21,0
TRANS,Tree,321,8.025e-07,26,0
ESCALAR,Hash,321,8.025e-07,52973,0
ESCALAR,Tree,321,8.025e-07,9187,0
SET,Hash,321,8.025e-07,87327,697504
SET,Tree,321,8.025e-07,226885,91568
GET,Hash,321,8.025e-07,12462,0
GET,Tree,321,8.025e-07,49856,0
SOMA,Hash,331,8.275e-07,493301,758896
SOMA,Tree,331,8.275e-07,526849,188280
MULT,Hash,331,8.275e-07,234922,641360
MULT,Tree,331,8.275e-07,62267,2504
TRANS,Hash,331,8.275e-07,20,0
TRANS,Tree,331,8.275e-07,24,0
ESCALAR,Hash,331,8.275e-07,53096,0
ESCALAR,Tree,331,8.275e-07,9859,0
SET,Hash,331,8.275e-07,88998,698784
SET,Tree,331,8.275e-07,228698,94712
GET,Hash,331,8.275e-07,14191,0
GET,Tree,331,8.275e-07,50713,0
SOMA,Hash,341,8.525e-07,493823,761456
SOMA,Tree,341,8.525e-07,550097,194040
MULT,Hash,341,8.525e-07,233122,640464
MULT,Tree,341,8.525e-07,59416,576
TRANS,Hash,341,8.525e-07,20,0
TRANS,Tree,341,8.525e-07,23,0
ESCALAR,Hash,341,8.525e-07,53369,0
ESCALAR,Tree,341,8.525e-07,9837,0
SET,Hash,341,8.525e-07,89061,700064
SET,Tree,341,8.525e-07,235926,97680
GET,Hash,341,8.525e-07,13168,0
GET,Tree,341,8.525e-07,53188,0
SOMA,Hash,351,8.775e-07,490956,764016
SOMA,Tree,351,8.775e-07,554234,200328
MULT,Hash,351,8.775e-07,230646,640720
MULT,Tree,351,8.775e-07,62628,1152
TRANS,Hash,351,8.775e-07,20,0
TRANS,Tree,351,8.775e-07,27,0
ESCALAR,Hash,351,8.775e-07,53170,0
ESCALAR,Tree,351,8.775e-07,10593,0
SET,Hash,351,8.775e-07,89626,701344
SET,Tree,351,8.775e-07,246968,100472
GET,Hash,351,8.775e-07,13177,0
GET,Tree,351,8.775e-07,53834,0
SOMA,Hash,361,9.025e-07,500389,766576
SOMA,Tree,361,9.025e-07,569920,204680
MULT,Hash,361,9.025e-07,252003,640720
MULT,Tree,361,9.025e-07,64592,1152
TRANS,Hash,361,9.025e-07,20,0
TRANS,Tree,361,9.025e-07,20,0
ESCALAR,Hash,361,9.025e-07,53154,0
ESCALAR,Tree,361,9.025e-07,10562,0
SET,Hash,361,9.025e-07,95458,702624
SET,Tree,361,9.025e-07,249539,103616
GET,Hash,361,9.025e-07,15156,0
GET,Tree,361,9.025e-07,55186,0
SOMA,Hash,371,9.275e-07,507488,769136
SOMA,Tree,371,9.275e-07,601855,211848
MULT,Hash,371,9.275e-07,242884,641232
MULT,Tree,371,9.275e-07,69402,2304
TRANS,Hash,371,9.275e-07,20,0
TRANS,Tree,371,9.275e-07,31,0
ESCALAR,Hash,371,9.275e-07,53519,0
ESCALAR,Tree,371,9.275e-07,11047,0
SET,Hash,371,9.275e-07,96797,703904
SET,Tree,371,9.275e-07,258069,105880
GET,Hash,371,9.275e-07,14432,0
GET,Tree,371,9.275e-07,56108,0
SOMA,Hash,381,9.525e-07,510501,771696
SOMA,Tree,381,9.525e-07,605076,217520
MULT,Hash,381,9.525e-07,232560,640848
MULT,Tree,381,9.525e-07,70438,1440
TRANS,Hash,381,9.525e-07,29,0
TRANS,Tree,381,9.525e-07,26,0
ESCALAR,Hash,381,9.525e-07,53434,0
ESCALAR,Tree,381,9.525e-07,11881,0
SET,Hash,381,9.525e-07,100195,705184
SET,Tree,381,9.525e-07,264298,108848
GET,Hash,381,9.525e-07,15355,0
GET,Tree,381,9.525e-07,59798,0
SOMA,Hash,391,9.775e-07,524181,774256
SOMA,Tree,391,9.775e-07,621236,222840
MULT,Hash,391,9.775e-07,251517,640848
MULT,Tree,391,9.775e-07,70868,1440
TRANS,Hash,391,9.775e-07,19,0
TRANS,Tree,391,9.775e-07,27,0
ESCALAR,Hash,391,9.775e-07,53975,0
ESCALAR,Tree,391,9.775e-07,11492,0
SET,Hash,391,9.775e-07,106031,706464
SET,Tree,391,9.775e-07,280201,111992
GET,Hash,391,9.775e-07,16915,0
GET,Tree,391,9.775e-07,63812,0
SOMA,Hash,401,1.0025e-06,516856,776816
SOMA,Tree,401,1.0025e-06,642944,228512
MULT,Hash,401,1.0025e-06,253337,640848
MULT,Tree,401,1.0025e-06,73696,1352
TRANS,Hash,401,1.0025e-06,20,0
TRANS,Tree,401,1.0025e-06,22,0
ESCALAR,Hash,401,1.0025e-06,53541,0
ESCALAR,Tree,401,1.0025e-06,11830,0
SET,Hash,401,1.0025e-06,105925,707744
SET,Tree,401,1.0025e-06,281346,114432
GET,Hash,401,1.0025e-06,17282,0
GET,Tree,401,1.0025e-06,62369,0
SOMA,Hash,411,1.0275e-06,536921,779376
SOMA,Tree,411,1.0275e-06,658616,233656
MULT,Hash,411,1.0275e-06,235340,641104
MULT,Tree,411,1.0275e-06,77354,2016
TRANS,Hash,411,1.0275e-06,19,0
TRANS,Tree,411,1.0275e-06,22,0
ESCALAR,Hash,411,1.0275e-06,54317,0
ESCALAR,Tree,411,1.0275e-06,11984,0
SET,Hash,411,1.0275e-06,105716,709024
SET,Tree,411,1.0275e-06,288917,117312
GET,Hash,411,1.0275e-06,16458,0
GET,Tree,411,1.0275e-06,67247,0
SOMA,Hash,421,1.0525e-06,530038,781936
SOMA,Tree,421,1.0525e-06,691472,239944
MULT,Hash,421,1.0525e-06,251476,641744
MULT,Tree,421,1.0525e-06,79936,3456
TRANS,Hash,421,1.0525e-06,20,0
TRANS,Tree,421,1.0525e-06,33,0
ESCALAR,Hash,421,1.0525e-06,54198,0
ESCALAR,Tree,421,1.0525e-06,12344,0
SET,Hash,421,1.0525e-06,108345,710304
SET,Tree,421,1.0525e-06,294414,120192
GET,Hash,421,1.0525e-06,16868,0
GET,Tree,421,1.0525e-06,68037,0
SOMA,Hash,431,1.0775e-06,549701,784496
SOMA,Tree,431,1.0775e-06,705501,245440
MULT,Hash,431,1.0775e-06,234444,641872
MULT,Tree,431,1.0775e-06,84651,3744
TRANS,Hash,431,1.0775e-06,20,0
TRANS,Tree,431,1.0775e-06,22,0
ESCALAR,Hash,431,1.0775e-06,54682,0
ESCALAR,Tree,431,1.0775e-06,12822,0
SET,Hash,431,1.0775e-06,109236,711584
SET,Tree,431,1.0775e-06,301062,122720
GET,Hash,431,1.0775e-06,18425,0
GET,Tree,431,1.0775e-06,70190,0
SOMA,Hash,441,1.1025e-06,533986,787056
SOMA,Tree,441,1.1025e-06,718655,250496
MULT,Hash,441,1.1025e-06,246609,641232
MULT,Tree,441,1.1025e-06,84204,2304
TRANS,Hash,441,1.1025e-06,20,0
TRANS,Tree,441,1.1025e-06,28,0
ESCALAR,Hash,441,1.1025e-06,54113,0
ESCALAR,Tree,441,1.1025e-06,12909,0
SET,Hash,441,1.1025e-06,110904,712864
SET,Tree,441,1.1025e-06,301757,126304
GET,Hash,441,1.1025e-06,18177,0
GET,Tree,441,1.1025e-06,69922,0
SOMA,Hash,451,1.1275e-06,548797,789616
SOMA,Tree,451,1.1275e-06,729185,256784
MULT,Hash,451,1.1275e-06,256781,640976
MULT,Tree,451,1.1275e-06,82190,1728
TRANS,Hash,451,1.1275e-06,20,0
TRANS,Tree,451,1.1275e-06,24,0
ESCALAR,Hash,451,1.1275e-06,54359,0
ESCALAR,Tree,451,1.1275e-06,13096,0
SET,Hash,451,1.1275e-06,117822,714144
SET,Tree,451,1.1275e-06,322984,129008
GET,Hash,451,1.1275e-06,18796,0
GET,Tree,451,1.1275e-06,71648,0
SOMA,Hash,461,1.1525e-06,568698,792176
SOMA,Tree,461,1.1525e-06,740002,261752
MULT,Hash,461,1.1525e-06,248708,640976
MULT,Tree,461,1.1525e-06,87117,1728
TRANS,Hash,461,1.1525e-06,30,0
TRANS,Tree,461,1.1525e-06,17,0
ESCALAR,Hash,461,1.1525e-06,54387,0
ESCALAR,Tree,461,1.1525e-06,13249,0
SET,Hash,461,1.1525e-06,115942,715424
SET,Tree,461,1.1525e-06,321412,131976
GET,Hash,461,1.1525e-06,18464,0
GET,Tree,461,1.1525e-06,72393,0
SOMA,Hash,471,1.1775e-06,580193,794736
SOMA,Tree,471,1.1775e-06,770884,267952
MULT,Hash,471,1.1775e-06,260008,642592
MULT,Tree,471,1.1775e-06,92328,4320
TRANS,Hash,471,1.1775e-06,20,0
TRANS,Tree,471,1.1775e-06,16,0
ESCALAR,Hash,471,1.1775e-06,54789,0
ESCALAR,Tree,471,1.1775e-06,13865,0
SET,Hash,471,1.1775e-06,123618,716704
SET,Tree,471,1.1775e-06,323630,135120
GET,Hash,471,1.1775e-06,20191,0
GET,Tree,471,1.1775e-06,74306,0
SOMA,Hash,481,1.2025e-06,577597,797296
SOMA,Tree,481,1.2025e-06,771935,273184
MULT,Hash,481,1.2025e-06,259588,641232
MULT,Tree,481,1.2025e-06,90929,2304
TRANS,Hash,481,1.2025e-06,20,0
TRANS,Tree,481,1.2025e-06,18,0
ESCALAR,Hash,481,1.2025e-06,54633,0
ESCALAR,Tree,481,1.2025e-06,13969,0
SET,Hash,481,1.2025e-06,124376,717984
SET,Tree,481,1.2025e-06,339686,136944
GET,Hash,481,1.2025e-06,19975,0
GET,Tree,481,1.2025e-06,75977,0
SOMA,Hash,491,1.2275e-06,589851,799856
SOMA,Tree,491,1.2275e-06,799155,278680
MULT,Hash,491,1.2275e-06,238070,642720
MULT,Tree,491,1.2275e-06,97341,4520
TRANS,Hash,491,1.2275e-06,19,0
TRANS,Tree,491,1.2275e-06,18,0
ESCALAR,Hash,491,1.2275e-06,54728,0
ESCALAR,Tree,491,1.2275e-06,14483,0
SET,Hash,491,1.2275e-06,122977,719264
SET,Tree,491,1.2275e-06,342651,140704
GET,Hash,491,1.2275e-06,20973,0
GET,Tree,491,1.2275e-06,78727,0
SOMA,Hash,501,1.2525e-06,586818,802416
SOMA,Tree,501,1.2525e-06,802815,284528
MULT,Hash,501,1.2525e-06,262336,641488
MULT,Tree,501,1.2525e-06,103225,2880
TRANS,Hash,501,1.2525e-06,19,0
TRANS,Tree,501,1.2525e-06,23,0
ESCALAR,Hash,501,1.2525e-06,54948,0
ESCALAR,Tree,501,1.2525e-06,14502,0
SET,Hash,501,1.2525e-06,128009,720544
SET,Tree,501,1.2525e-06,352419,142968
GET,Hash,501,1.2525e-06,21311,0
GET,Tree,501,1.2525e-06,81115,0
SOMA,Hash,511,1.2775e-06,599192,804976
SOMA,Tree,511,1.2775e-06,825658,290464
MULT,Hash,511,1.2775e-06,257365,642592
MULT,Tree,511,1.2775e-06,100919,4320
TRANS,Hash,511,1.2775e-06,27,0
TRANS,Tree,511,1.2775e-06,32,0
ESCALAR,Hash,511,1.2775e-06,55264,0
ESCALAR,Tree,511,1.2775e-06,15031,0
SET,Hash,511,1.2775e-06,129079,721824
SET,Tree,511,1.2775e-06,363446,146200
GET,Hash,511,1.2775e-06,21971,0
GET,Tree,511,1.2775e-06,81537,0
SOMA,Hash,521,1.3025e-06,605626,807536
SOMA,Tree,521,1.3025e-06,863039,295256
MULT,Hash,521,1.3025e-06,242422,641488
MULT,Tree,521,1.3025e-06,99459,2880
TRANS,Hash,521,1.3025e-06,27,0
TRANS,Tree,521,1.3025e-06,22,0
ESCALAR,Hash,521,1.3025e-06,55976,0
ESCALAR,Tree,521,1.3025e-06,15806,0
SET,Hash,521,1.3025e-06,133591,723104
SET,Tree,521,1.3025e-06,367285,148552
GET,Hash,521,1.3025e-06,23305,0
GET,Tree,521,1.3025e-06,84553,0
SOMA,Hash,531,1.3275e-06,612745,810096
SOMA,Tree,531,1.3275e-06,875593,301368
MULT,Hash,531,1.3275e-06,241046,643232
MULT,Tree,531,1.3275e-06,110679,5760
TRANS,Hash,531,1.3275e-06,20,0
TRANS,Tree,531,1.3275e-06,19,0
ESCALAR,Hash,531,1.3275e-06,55393,0
ESCALAR,Tree,531,1.3275e-06,16032,0
SET,Hash,531,1.3275e-06,136856,724384
SET,Tree,531,1.3275e-06,379445,151784
GET,Hash,531,1.3275e-06,23638,0
GET,Tree,531,1.3275e-06,86098,0
SOMA,Hash,541,1.3525e-06,603085,812656
SOMA,Tree,541,1.3525e-06,878637,307832
MULT,Hash,541,1.3525e-06,252211,643232
MULT,Tree,541,1.3525e-06,109056,5672
TRANS,Hash,541,1.3525e-06,20,0
TRANS,Tree,541,1.3525e-06,24,0
ESCALAR,Hash,541,1.3525e-06,55426,0
ESCALAR,Tree,541,1.3525e-06,16000,0
SET,Hash,541,1.3525e-06,137395,725664
SET,Tree,541,1.3525e-06,379756,154400
GET,Hash,541,1.3525e-06,24089,0
GET,Tree,541,1.3525e-06,85121,0
SOMA,Hash,551,1.3775e-06,619997,815216
SOMA,Tree,551,1.3775e-06,914760,311920
MULT,Hash,551,1.3775e-06,258839,641744
MULT,Tree,551,1.3775e-06,106487,3456
TRANS,Hash,551,1.3775e-06,20,0
TRANS,Tree,551,1.3775e-06,24,0
ESCALAR,Hash,551,1.3775e-06,55008,0
ESCALAR,Tree,551,1.3775e-06,16092,0
SET,Hash,551,1.3775e-06,148706,744688
SET,Tree,551,1.3775e-06,394408,157368
GET,Hash,551,1.3775e-06,22260,0
GET,Tree,551,1.3775e-06,93809,0
SOMA,Hash,561,1.4025e-06,633006,855488
SOMA,Tree,561,1.4025e-06,937168,317768
MULT,Hash,561,1.4025e-06,261341,643360
MULT,Tree,561,1.4025e-06,115376,6048
TRANS,Hash,561,1.4025e-06,22,0
TRANS,Tree,561,1.4025e-06,21,0
ESCALAR,Hash,561,1.4025e-06,55334,0
ESCALAR,Tree,561,1.4025e-06,16579,0
SET,Hash,561,1.4025e-06,147996,745968
SET,Tree,561,1.4025e-06,399437,160248
GET,Hash,561,1.4025e-06,21005,0
GET,Tree,561,1.4025e-06,89627,0
SOMA,Hash,571,1.4275e-06,631688,858048
SOMA,Tree,571,1.4275e-06,943908,323616
MULT,Hash,571,1.4275e-06,267857,641360
MULT,Tree,571,1.4275e-06,108660,2592
TRANS,Hash,571,1.4275e-06,28,0
TRANS,Tree,571,1.4275e-06,23,0
ESCALAR,Hash,571,1.4275e-06,55593,0
ESCALAR,Tree,571,1.4275e-06,16562,0
SET,Hash,571,1.4275e-06,153482,747248
SET,Tree,571,1.4275e-06,405029,162600
GET,Hash,571,1.4275e-06,23982,0
GET,Tree,571,1.4275e-06,91873,0
SOMA,Hash,581,1.4525e-06,658028,860608
SOMA,Tree,581,1.4525e-06,949246,328672
MULT,Hash,581,1.4525e-06,242189,642464
MULT,Tree,581,1.4525e-06,113793,4032
TRANS,Hash,581,1.4525e-06,29,0
TRANS,Tree,581,1.4525e-06,24,0
ESCALAR,Hash,581,1.4525e-06,55790,0
ESCALAR,Tree,581,1.4525e-06,17118,0
SET,Hash,581,1.4525e-06,156297,748528
SET,Tree,581,1.4525e-06,419680,165832
GET,Hash,581,1.4525e-06,23699,0
GET,Tree,581,1.4525e-06,94973,0
SOMA,Hash,591,1.4775e-06,657540,863168
SOMA,Tree,591,1.4775e-06,965347,334872
MULT,Hash,591,1.4775e-06,241760,643232
MULT,Tree,591,1.4775e-06,123635,5760
TRANS,Hash,591,1.4775e-06,23,0
TRANS,Tree,591,1.4775e-06,23,0
ESCALAR,Hash,591,1.4775e-06,56082,0
ESCALAR,Tree,591,1.4775e-06,17210,0
SET,Hash,591,1.4775e-06,152631,749808
SET,Tree,591,1.4775e-06,413161,168008
GET,Hash,591,1.4775e-06,23448,0
GET,Tree,591,1.4775e-06,98351,0
SOMA,Hash,601,1.5025e-06,672981,865728
SOMA,Tree,601,1.5025e-06,1025994,339752
MULT,Hash,601,1.5025e-06,238792,642592
MULT,Tree,601,1.5025e-06,117608,4320
TRANS,Hash,601,1.5025e-06,20,0
TRANS,Tree,601,1.5025e-06,23,0
ESCALAR,Hash,601,1.5025e-06,56299,0
ESCALAR,Tree,601,1.5025e-06,17700,0
SET,Hash,601,1.5025e-06,158270,751088
SET,Tree,601,1.5025e-06,418635,170976
GET,Hash,601,1.5025e-06,25210,0
GET,Tree,601,1.5025e-06,97632,0
SOMA,Hash,611,1.5275e-06,670804,868288
SOMA,Tree,611,1.5275e-06,1024581,345336
MULT,Hash,611,1.5275e-06,240703,643744
MULT,Tree,611,1.5275e-06,126491,6912
TRANS,Hash,611,1.5275e-06,20,0
TRANS,Tree,611,1.5275e-06,26,0
ESCALAR,Hash,611,1.5275e-06,55964,0
ESCALAR,Tree,611,1.5275e-06,19222,0
SET,Hash,611,1.5275e-06,166974,752368
SET,Tree,611,1.5275e-06,429737,173856
GET,Hash,611,1.5275e-06,24109,0
GET,Tree,611,1.5275e-06,98608,0
SOMA,Hash,621,1.5525e-06,683037,870848
SOMA,Tree,621,1.5525e-06,1035526,350392
MULT,Hash,621,1.5525e-06,239341,642592
MULT,Tree,621,1.5525e-06,127001,4320
TRANS,Hash,621,1.5525e-06,19,0
TRANS,Tree,621,1.5525e-06,26,0
ESCALAR,Hash,621,1.5525e-06,55945,0
ESCALAR,Tree,621,1.5525e-06,18193,0
SET,Hash,621,1.5525e-06,162389,753648
SET,Tree,621,1.5525e-06,440914,177264
GET,Hash,621,1.5525e-06,24591,0
GET,Tree,621,1.5525e-06,102969,0
SOMA,Hash,631,1.5775e-06,666845,873408
SOMA,Tree,631,1.5775e-06,1054270,356504
MULT,Hash,631,1.5775e-06,240948,643104
MULT,Tree,631,1.5775e-06,125525,5472
TRANS,Hash,631,1.5775e-06,20,0
TRANS,Tree,631,1.5775e-06,20,0
ESCALAR,Hash,631,1.5775e-06,55846,0
ESCALAR,Tree,631,1.5775e-06,18612,0
SET,Hash,631,1.5775e-06,167574,754928
SET,Tree,631,1.5775e-06,449518,180056
GET,Hash,631,1.5775e-06,26972,0
GET,Tree,631,1.5775e-06,104128,0
SOMA,Hash,641,1.6025e-06,681191,875968
SOMA,Tree,641,1.6025e-06,1098491,362440
MULT,Hash,641,1.6025e-06,239524,642592
MULT,Tree,641,1.6025e-06,130283,4320
TRANS,Hash,641,1.6025e-06,20,0
TRANS,Tree,641,1.6025e-06,38,0
ESCALAR,Hash,641,1.6025e-06,58112,0
ESCALAR,Tree,641,1.6025e-06,18727,0
SET,Hash,641,1.6025e-06,171624,756208
SET,Tree,641,1.6025e-06,450236,183112
GET,Hash,641,1.6025e-06,24696,0
GET,Tree,641,1.6025e-06,102274,0
SOMA,Hash,651,1.6275e-06,670999,878528
SOMA,Tree,651,1.6275e-06,1066798,367056
MULT,Hash,651,1.6275e-06,245593,644384
MULT,Tree,651,1.6275e-06,139517,8000
TRANS,Hash,651,1.6275e-06,24,0
TRANS,Tree,651,1.6275e-06,25,0
ESCALAR,Hash,651,1.6275e-06,56409,0
ESCALAR,Tree,651,1.6275e-06,18660,0
SET,Hash,651,1.6275e-06,168587,757488
SET,Tree,651,1.6275e-06,465086,185992
GET,Hash,651,1.6275e-06,27433,0
GET,Tree,651,1.6275e-06,107969,0
SOMA,Hash,661,1.6525e-06,676445,881088
SOMA,Tree,661,1.6525e-06,1092093,372552
MULT,Hash,661,1.6525e-06,253325,643360
MULT,Tree,661,1.6525e-06,135116,5960
TRANS,Hash,661,1.6525e-06,19,0
TRANS,Tree,661,1.6525e-06,28,0
ESCALAR,Hash,661,1.6525e-06,56550,0
ESCALAR,Tree,661,1.6525e-06,19232,0
SET,Hash,661,1.6525e-06,172871,758768
SET,Tree,661,1.6525e-06,471515,188168
GET,Hash,661,1.6525e-06,27686,0
GET,Tree,661,1.6525e-06,108549,0
SOMA,Hash,671,1.6775e-06,701323,883648
SOMA,Tree,671,1.6775e-06,1106879,378224
MULT,Hash,671,1.6775e-06,240230,642720
MULT,Tree,671,1.6775e-06,133883,4520
TRANS,Hash,671,1.6775e-06,21,0
TRANS,Tree,671,1.6775e-06,22,0
ESCALAR,Hash,671,1.6775e-06,58512,0
ESCALAR,Tree,671,1.6775e-06,19518,0
SET,Hash,671,1.6775e-06,172875,760048
SET,Tree,671,1.6775e-06,478319,190344
GET,Hash,671,1.6775e-06,26001,0
GET,Tree,671,1.6775e-06,109921,0
SOMA,Hash,681,1.7025e-06,687155,886208
SOMA,Tree,681,1.7025e-06,1121886,384248
MULT,Hash,681,1.7025e-06,262096,645840
MULT,Tree,681,1.7025e-06,146998,9328
TRANS,Hash,681,1.7025e-06,27,0
TRANS,Tree,681,1.7025e-06,31,0
ESCALAR,Hash,681,1.7025e-06,56835,0
ESCALAR,Tree,681,1.7025e-06,21036,0
SET,Hash,681,1.7025e-06,181562,761328
SET,Tree,681,1.7025e-06,489271,193488
GET,Hash,681,1.7025e-06,26396,0
GET,Tree,681,1.7025e-06,113101,0
SOMA,Hash,691,1.7275e-06,696904,888768
SOMA,Tree,691,1.7275e-06,1166956,387720
MULT,Hash,691,1.7275e-06,245585,643232
MULT,Tree,691,1.7275e-06,142528,5672
TRANS,Hash,691,1.7275e-06,20,0
TRANS,Tree,691,1.7275e-06,24,0
ESCALAR,Hash,691,1.7275e-06,56706,0
ESCALAR,Tree,691,1.7275e-06,20007,0
SET,Hash,691,1.7275e-06,175441,762608
SET,Tree,691,1.7275e-06,496892,197688
GET,Hash,691,1.7275e-06,26661,0
GET,Tree,691,1.7275e-06,118425,0
SOMA,Hash,701,1.7525e-06,706452,891328
SOMA,Tree,701,1.7525e-06,1177045,396472
MULT,Hash,701,1.7525e-06,242053,643104
MULT,Tree,701,1.7525e-06,140072,5472
TRANS,Hash,701,1.7525e-06,20,0
TRANS,Tree,701,1.7525e-06,24,0
ESCALAR,Hash,701,1.7525e-06,56382,0
ESCALAR,Tree,701,1.7525e-06,20623,0
SET,Hash,701,1.7525e-06,178025,763888
SET,Tree,701,1.7525e-06,507373,199072
GET,Hash,701,1.7525e-06,26442,0
GET,Tree,701,1.7525e-06,117870,0
SOMA,Hash,711,1.7775e-06,695167,893888
SOMA,Tree,711,1.7775e-06,1178634,401440
MULT,Hash,711,1.7775e-06,248500,645712
MULT,Tree,711,1.7775e-06,154656,9128
TRANS,Hash,711,1.7775e-06,19,0
TRANS,Tree,711,1.7775e-06,19,0
ESCALAR,Hash,711,1.7775e-06,57198,0
ESCALAR,Tree,711,1.7775e-06,22627,0
SET,Hash,711,1.7775e-06,186852,765168
SET,Tree,711,1.7775e-06,508923,202920
GET,Hash,711,1.7775e-06,29832,0
GET,Tree,711,1.7775e-06,117977,0
SOMA,Hash,721,1.8025e-06,697627,896448
SOMA,Tree,721,1.8025e-06,1205993,407376
MULT,Hash,721,1.8025e-06,245441,643872
MULT,Tree,721,1.8025e-06,149489,7200
TRANS,Hash,721,1.8025e-06,27,0
TRANS,Tree,721,1.8025e-06,23,0
ESCALAR,Hash,721,1.8025e-06,57753,0
ESCALAR,Tree,721,1.8025e-06,20965,0
SET,Hash,721,1.8025e-06,186936,766448
SET,Tree,721,1.8025e-06,515588,205976
GET,Hash,721,1.8025e-06,29672,0
GET,Tree,721,1.8025e-06,122040,0
SOMA,Hash,731,1.8275e-06,687842,899008
SOMA,Tree,731,1.8275e-06,1214704,412168
MULT,Hash,731,1.8275e-06,244988,643744
MULT,Tree,731,1.8275e-06,155487,6912
TRANS,Hash,731,1.8275e-06,20,0
TRANS,Tree,731,1.8275e-06,24,0
ESCALAR,Hash,731,1.8275e-06,57146,0
ESCALAR,Tree,731,1.8275e-06,21200,0
SET,Hash,731,1.8275e-06,184813,767728
SET,Tree,731,1.8275e-06,530852,207976
GET,Hash,731,1.8275e-06,29231,0
GET,Tree,731,1.8275e-06,122231,0
SOMA,Hash,741,1.8525e-06,743407,901568
SOMA,Tree,741,1.8525e-06,1234565,418104
MULT,Hash,741,1.8525e-06,244986,643232
MULT,Tree,741,1.8525e-06,152806,5760
TRANS,Hash,741,1.8525e-06,28,0
TRANS,Tree,741,1.8525e-06,25,0
ESCALAR,Hash,741,1.8525e-06,57139,0
ESCALAR,Tree,741,1.8525e-06,21783,0
